Bundesland;Name der Institution;Ort;Einrichtungsart;Trägerschaft Hochschulkompass;OA-Webseite der Institution;OA-Webseite der Institution URL;OA-Beauftragte*r;OA-Beauftragte*r Name;OA-Beauftragte*r URL;OA-Beauftragte*r Quelle URL;Ansprechperson für OA;Ansprechperson für OA URL;(Funktions-)Emailadresse;OA Policy;OA Policy Datum2;OA Policy URL;OA-Strategie;OA-Strategie Datum;OA-Strategie URL;OS Policy;OS Policy Datum;OS Policy URL;Zs. Publikationsfonds;Zs. Publikationsfonds URL;Mono. Publikationsfonds;Mono. Publikationsfonds URL;Repositorium;Repositorium URL;Repositorium andere URL;OA-Verlag;OA-Verlag URL;OJS-Standort;OJS-Standort URL;OA-/OS-Preis;OA-/OS-Preis Kategorie;OA-/OS-Preis URL;Berliner Erklärung;Datum Unterzeichnung Berliner Erklärung;OA2020 Expression of Interest;DORA Institution;Jussieu- Appell;Bearbeiter*in;aktualisiert am;Name (Website Ministerium);Affiliation ROR;ROR ID;GRID ID;Wikidata ID;URL Webseite Institution
Nordrhein-Westfalen;Leibniz-Institut für Arbeitsforschung an der TU Dortmund (IfADo);Dortmund;Forschungsorganisation: Leibniz-Gemeinschaft;NA;ja;https://www.ifado.de/aktuelles-publikationen/publikationen/open-access/;nein;NA;NA;NA;nein;NA;NA;ja, als WGL;2016;https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf;nein;NA;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;ja;https://www.leibniz-gemeinschaft.de/forschung/open-science-und-digitalisierung/open-access/publikationsfonds-zeitschriften.html;ja;https://www.leibniz-gemeinschaft.de/forschung/open-science-und-digitalisierung/open-access/publikationsfonds-monografien.html;ja;https://leibnizopen.de/home/;;nein;NA;nein;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;nein;NA;nein;nein;nein;AW, SK;2021-06-13T22:00:00Z;Leibniz-Institut für Arbeitsforschung an der TU Dortmund (IfADo);Leibniz Research Centre for Working Environment and Human Factors;https://ror.org/05cj29x94;grid.419241.b;Q1804968;https://www.ifado.de/
Rheinland-Pfalz;Leibniz-Institut für Verbundwerkstoffe (IVW);Kaiserslautern;Forschungsorganisation: Leibniz-Gemeinschaft;NA;nein;NA;nein;NA;NA;NA;nein;NA;NA;ja, als WGL;2016;https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf;nein;NA;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;NA;NA;Recherche fehlt;Recherche fehlt;nein;NA;NA;nein;NA;nein;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;nein;NA;nein;nein;nein;AW, SK;2021-06-13T22:00:00Z;NA;Institute for Composite Materials;https://ror.org/03ep3q589;grid.29160.3c;Q30279546;https://www.ivw.uni-kl.de/
Niedersachsen;Georg-Eckert-Institut (GEI) Leibniz-Institut für Internationale Schulbuchforschung;Braunschweig;Forschungsorganisation: Leibniz-Gemeinschaft;NA;ja;http://www.gei.de/publikationen/open-access-policy.html;nein;NA;NA;NA;ja;http://www.gei.de/publikationen/open-access-policy.html;westermeyer[at]gei[?dot]de;ja, als WGL;2016;https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf;ja;42696;http://www.gei.de/publikationen/open-access-policy.html;Recherche fehlt;Recherche fehlt;Recherche fehlt;ja;https://www.leibniz-gemeinschaft.de/forschung/open-science-und-digitalisierung/open-access/publikationsfonds-zeitschriften.html;ja;https://www.leibniz-gemeinschaft.de/forschung/open-science-und-digitalisierung/open-access/publikationsfonds-monografien.html;ja;http://www.leibnizopen.de/home/;;nein;NA;nein;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;ja, als WGL;2003-10-22T00:00:00Z;ja, als WGL;nein;nein;AW, SK;2021-02-25T23:00:00Z;Georg-Eckert-Institut (GEI) Leibniz-Institut für Internationale Schulbuchforschung;Georg Eckert Institute for International Textbook Research;https://ror.org/01hnv8x68;grid.461689.4;Q1503374;https://www.gei.de/home.html
Brandenburg;Leibniz-Zentrum für Agrarlandschaftsforschung (ZALF) e.V., Müncheberg;Müncheberg;Forschungsorganisation: Leibniz-Gemeinschaft;NA;ja;https://www.zalf.de/de/struktur/bib/Seiten/Publikationsmanagement.aspx;ja;Dr. Claus Dalchow;https://www.zalf.de/de/struktur/bib/Documents/Open-Access-Policy_ZALF_2020-02-19_dt.pdf;NA;nein;NA;NA;ja, als WGL;2016;https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf;ja;42191;http://www.zalf.de/de/struktur/bib/Documents/Policy_dt_A9R4CCF.pdf;Recherche fehlt;Recherche fehlt;Recherche fehlt;ja;https://www.leibniz-gemeinschaft.de/forschung/open-science-und-digitalisierung/open-access/publikationsfonds-zeitschriften.html;ja;https://www.leibniz-gemeinschaft.de/forschung/open-science-und-digitalisierung/open-access/publikationsfonds-monografien.html;ja;http://www.leibnizopen.de/home/;;nein;NA;nein;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;ja, als WGL;2003-10-22T00:00:00Z;ja, als WGL;nein;nein;AW, SK;2021-02-25T23:00:00Z;Leibniz-Zentrum für Agrarlandschaftsforschung (ZALF) e.V., Müncheberg;Leibniz Centre for Agricultural Landscape Research;https://ror.org/01ygyzs83;grid.433014.1;Q1813793;https://www.zalf.de/de/Seiten/ZALF.aspx
Berlin;Leibniz-Zentrum Moderner Orient (ZMO);Berlin;Forschungsorganisation: Leibniz-Gemeinschaft;NA;nein;NA;nein;NA;NA;NA;ja;https://archiv.zmo.de/publikationen/Open-Access-Policy_zmo_1_2018.pdf;"svenja[?dot]becherer[at]zmo[?dot]de;";ja, als WGL;2016;https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf;ja;NA;https://archiv.zmo.de/publikationen/index.html;Recherche fehlt;Recherche fehlt;Recherche fehlt;nein;NA;Recherche fehlt;Recherche fehlt;ja;http://www.leibnizopen.de/home/;;nein;NA;nein;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;ja, als WGL;2003-10-22T00:00:00Z;ja, als WGL;nein;nein;AW, SK;2021-02-25T23:00:00Z;Leibniz-Zentrum Moderner Orient (ZMO);Leibniz-Zentrum Moderner Orient;https://ror.org/03ty9wj75;grid.462335.5;Q5062518;https://www.zmo.de
Rheinland-Pfalz;Leibniz-Institut für Psychologie (ZPID);Trier;Forschungsorganisation: Leibniz-Gemeinschaft;NA;ja;https://leibniz-psychology.org/sonstiges/open-access-policy/;nein;NA;NA;NA;ja;https://leibniz-psychology.org/sonstiges/open-access-policy/;rr[at]leibniz-psychology[?dot]org;ja, als WGL;2016;https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf;ja;43320;https://leibniz-psychology.org/sonstiges/open-access-policy/;Recherche fehlt;Recherche fehlt;Recherche fehlt;ja;https://www.leibniz-gemeinschaft.de/forschung/open-science-und-digitalisierung/open-access/publikationsfonds-zeitschriften.html;ja;https://www.leibniz-gemeinschaft.de/forschung/open-science-und-digitalisierung/open-access/publikationsfonds-monografien.html;ja;https://www.psycharchives.org/;;nein;NA;PsychOpen;https://www.psychopen.eu/for-editors/;Recherche fehlt;Recherche fehlt;Recherche fehlt;ja, als WGL;2003-10-22T00:00:00Z;ja, als WGL;nein;nein;AW, SK;2021-02-25T23:00:00Z;Leibniz-Institut für Psychologie (ZPID);Leibniz Institute for Psychology Information;https://ror.org/0165gz615;grid.470177.2;Q1681243;https://www.leibniz-psychology.org/
Hessen;Leibniz-Institut für Finanzmarktforschung SAFE;Frankfurt am Main;Forschungsorganisation: Leibniz-Gemeinschaft;NA;ja;https://safe-frankfurt.de/de/forschung/translate-to-deutsch-open-access.html;nein;NA;NA;NA;nein;NA;NA;ja, als WGL;2016;https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf;ja;44179;https://safe-frankfurt.de/de/forschung/translate-to-deutsch-open-access.html;Recherche fehlt;Recherche fehlt;Recherche fehlt;nein;NA;Recherche fehlt;Recherche fehlt;ja;https://fifdev.safe-frankfurt.de/xmlui/handle/123456789/15780;;nein;NA;nein;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;ja, als WGL;2003-10-22T00:00:00Z;ja, als WGL;nein;nein;AW, SK;2021-02-25T23:00:00Z;Leibniz-Institut für Finanzmarktforschung SAFE;Leibniz Institute for Financial Research SAFE;https://ror.org/05wxywg93;grid.509460.e;Q85559999;https://www.safe-frankfurt.de/
Nordrhein-Westfalen;Deutsches Institut für Erwachsenenbildung (DIE) - Leibniz-Zentrum für Lebenslanges Lernen e.V.;Bonn;Forschungsorganisation: Leibniz-Gemeinschaft;NA;ja;https://www.die-bonn.de/institut/dienstleistungen/publikationen/texte-online.aspx;nein;NA;NA;NA;ja;https://www.die-bonn.de/institut/dienstleistungen/publikationen/texte-online.aspx;thomas[?dot]jung[at]die-bonn[?dot]de;ja, als WGL;2016;https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf;ja;42235;https://www.die-bonn.de/institut/dienstleistungen/publikationen/oa_policy.aspx;Recherche fehlt;Recherche fehlt;Recherche fehlt;ja;https://www.leibniz-gemeinschaft.de/forschung/open-science-und-digitalisierung/open-access/publikationsfonds-zeitschriften.html;ja;https://www.leibniz-gemeinschaft.de/forschung/open-science-und-digitalisierung/open-access/publikationsfonds-monografien.html;ja;https://www.die-bonn.de/weiterbildung/literaturrecherche/suchfunktion_DIESpace.aspx;;nein;NA;nein;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;ja, als WGL;2003-10-22T00:00:00Z;ja, als WGL;nein;nein;AW, SK;2021-02-25T23:00:00Z;Deutsches Institut für Erwachsenenbildung (DIE) - Leibniz-Zentrum für Lebenslanges Lernen e.V.;German Institute for Adult Education;https://ror.org/04565hy55;grid.461675.7;Q1205727;https://www.die-bonn.de
Hessen;Leibniz-Institut für Bildungsforschung und Bildungsinformation (DIPF);Frankfurt;Forschungsorganisation: Leibniz-Gemeinschaft;NA;nein;NA;nein;NA;NA;NA;nein;NA;NA;ja, als WGL;2016;https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf;ja;42647;https://www.dipf.de/de/forschung/publikationen/pdf-publikationen/open-access-policy-des-dipf/view;Recherche fehlt;Recherche fehlt;Recherche fehlt;ja;https://www.leibniz-gemeinschaft.de/forschung/open-science-und-digitalisierung/open-access/publikationsfonds-zeitschriften.html;ja;https://www.leibniz-gemeinschaft.de/forschung/open-science-und-digitalisierung/open-access/publikationsfonds-monografien.html;ja;https://steg.dipf.de/de/wissensressourcen/open-access/suche;;nein;NA;nein;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;ja, als WGL;2003-10-22T00:00:00Z;ja, als WGL;nein;nein;AW, SK;2021-02-25T23:00:00Z;Leibniz-Institut für Bildungsforschung und Bildungsinformation (DIPF);German Institute for International Educational Research;https://ror.org/0327sr118;grid.461683.e;Q1205728;https://www.dipf.de/
Berlin;Deutsches Institut für Wirtschaftsforschung (DIW);Berlin;Forschungsorganisation: Leibniz-Gemeinschaft;NA;nein;NA;nein;NA;NA;NA;ja;https://www.diw.de/de/diw_01.c.10753.de/personen/figgel-dietrich__ute.html;ufiggel[at]diw[dot]de;ja, als WGL;2016;https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf;ja;42352;https://www.diw.de/documents/dokumentenarchiv/17/diw_01.c.526355.de/diw_oa_policy_de.pdf;Recherche fehlt;Recherche fehlt;Recherche fehlt;nein;NA;Recherche fehlt;Recherche fehlt;ja;http://www.leibnizopen.de/home/;;nein;NA;nein;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;ja, als WGL;2003-10-22T00:00:00Z;ja, als WGL;nein;nein;AW, SK;2021-02-25T23:00:00Z;Deutsches Institut für Wirtschaftsforschung (DIW);German Institute for Economic Research;https://ror.org/0050vmv35;grid.8465.f;Q155228;https://www.diw.de/deutsch
Hessen;Herder-Institut für historische Ostmitteleuropaforschung - Institut der Leibniz Gemeinschaft;Marburg;Forschungsorganisation: Leibniz-Gemeinschaft;NA;ja;https://www.herder-institut.de/open-access.html;nein;NA;NA;NA;ja;https://www.herder-institut.de/open-access.html;NA;ja, als WGL;2016;https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf;ja;43180;https://www.herder-institut.de/fileadmin/user_upload/pdf/Aktuelles/allgemein/Open-Access-Policy_dt.pdf;Recherche fehlt;Recherche fehlt;Recherche fehlt;ja;https://www.leibniz-gemeinschaft.de/forschung/open-science-und-digitalisierung/open-access/publikationsfonds-zeitschriften.html;ja;https://www.leibniz-gemeinschaft.de/forschung/open-science-und-digitalisierung/open-access/publikationsfonds-monografien.html;ja;https://digital.herder-institut.de/publications/home;;nein;NA;nein;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;ja, als WGL;2003-10-22T00:00:00Z;ja, als WGL;nein;nein;AW, SK;2021-02-25T23:00:00Z;Herder-Institut für historische Ostmitteleuropaforschung - Institut der Leibniz Gemeinschaft;Herder Institute;https://ror.org/00sngv739;grid.450908.0;Q870192;https://www.herder-institut.de/
Hessen;Leibniz-Institut Hessische Stiftung Friedens- und Konfliktforschung (HSFK);Frankfurt;Forschungsorganisation: Leibniz-Gemeinschaft;NA;ja;https://www.hsfk.de/publikationen/open-access;nein;NA;NA;NA;ja;https://www.hsfk.de/publikationen/open-access;heinemann[at]hsfk[?dot]de;ja, als WGL;2016;https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf;ja;42710;https://www.hsfk.de/fileadmin/HSFK/hsfk_SonstigeDoks/HSFK_PRIF-Open-Access-Policy.pdf;Recherche fehlt;Recherche fehlt;Recherche fehlt;ja;https://www.hsfk.de/publikationen/open-access#c2839;ja;https://www.leibniz-gemeinschaft.de/forschung/open-science-und-digitalisierung/open-access/publikationsfonds-monografien.html;ja;https://www.gesis.org/ssoar/home;;nein;NA;nein;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;ja, als WGL;2003-10-22T00:00:00Z;ja, als WGL;nein;nein;AW, SK;2021-02-25T23:00:00Z;Leibniz-Institut Hessische Stiftung Friedens- und Konfliktforschung (HSFK);Peace Research Institute Frankfurt;https://ror.org/021k10z87;grid.434826.f;Q1615908;https://www.hsfk.de/
Sachsen-Anhalt;Leibniz-Institut für Agrarentwicklung in Transformationsökonomien (IAMO);Halle;Forschungsorganisation: Leibniz-Gemeinschaft;NA;ja;https://www.iamo.de/institut/open-access/;nein;NA;NA;NA;ja;https://www.iamo.de/institut/bibliothek-und-informationszentrum/;drondorf[at]iamo[?dot]de;ja, als WGL;2016;https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf;ja;NA;https://www.iamo.de/fileadmin/user_upload/Bilder_und_Dokumente/02-institut/open_access/Open-Access-Policy_DE_20170407.pdf;Recherche fehlt;Recherche fehlt;Recherche fehlt;ja;https://www.leibniz-gemeinschaft.de/forschung/open-science-und-digitalisierung/open-access/publikationsfonds-zeitschriften.html;ja;https://www.leibniz-gemeinschaft.de/forschung/open-science-und-digitalisierung/open-access/publikationsfonds-monografien.html;ja;http://www.leibnizopen.de/home/index.html;;nein;NA;nein;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;ja, als WGL;2003-10-22T00:00:00Z;ja, als WGL;nein;nein;AW, SK;2021-02-25T23:00:00Z;Leibniz-Institut für Agrarentwicklung in Transformationsökonomien (IAMO);Leibniz Institute of Agricultural Development in Transition Economies;https://ror.org/03hkr1v69;grid.425200.1;Q832219;https://www.iamo.de/
Rheinland-Pfalz;Leibniz-Institut für Europäische Geschichte (IEG);Mainz;Forschungsorganisation: Leibniz-Gemeinschaft;NA;ja;https://www.ieg-mainz.de/open_access_policy;nein;NA;NA;NA;ja;https://www.ieg-mainz.de/institut/personen/grund;grund[at]ieg-mainz[?dot]de;ja, als WGL;2016;https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf;ja;2018;https://www.ieg-mainz.de/media/public/PDF/IEG-OpenAccess-Policy-2018.pdf;Recherche fehlt;Recherche fehlt;Recherche fehlt;nein;NA;Recherche fehlt;Recherche fehlt;ja;http://www.leibnizopen.de/home/index.html;;nein;NA;nein;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;ja, als WGL;2003-10-22T00:00:00Z;ja, als WGL;nein;nein;AW, SK;2021-02-25T23:00:00Z;Leibniz-Institut für Europäische Geschichte (IEG);Leibniz Institute of European History;https://ror.org/059dyrr28;grid.461633.5;Q327772;https://www.ieg-mainz.de
Berlin;Leibniz-Institut für Gewässerökologie und Binnenfischerei (IGB);Berlin;Forschungsorganisation: Leibniz-Gemeinschaft;NA;ja;https://www.igb-berlin.de/bibliothek;nein;NA;NA;NA;nein;NA;NA;ja, als WGL;2016;https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf;ja;43805;https://www.igb-berlin.de/news/open-access-policy-fuers-igb;Recherche fehlt;Recherche fehlt;Recherche fehlt;ja;https://www.leibniz-gemeinschaft.de/forschung/open-science-und-digitalisierung/open-access/publikationsfonds-zeitschriften.html;ja;https://www.leibniz-gemeinschaft.de/forschung/open-science-und-digitalisierung/open-access/publikationsfonds-monografien.html;ja;http://www.leibnizopen.de/home/;;nein;NA;nein;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;ja, als WGL;2003-10-22T00:00:00Z;ja, als WGL;nein;nein;AW, SK;2021-02-25T23:00:00Z;Leibniz-Institut für Gewässerökologie und Binnenfischerei (IGB);Leibniz Institute of Freshwater Ecology and Inland Fisheries;https://ror.org/01nftxb06;grid.419247.d;Q1813732;https://www.igb-berlin.de/
Sachsen-Anhalt;Leibniz-Institut für Pflanzenbiochemie (IPB);Halle;Forschungsorganisation: Leibniz-Gemeinschaft;NA;ja;https://www.ipb-halle.de/oeffentlichkeit/aktuelles/artikel-detail/open-access-freier-zugang-zu-forschungsdaten/;nein;NA;NA;NA;ja;https://www.ipb-halle.de/fileadmin/Infrastruktur/Bibliothek/2016_IPB_open_access_Leitlinie_DE.pdf;Maike[?dot]Langlhofer[at]ipb-halle[?dot]de;ja, als WGL;2016;https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf;ja;42415;https://www.ipb-halle.de/fileadmin/Infrastruktur/Bibliothek/2016_IPB_open_access_Leitlinie_DE.pdf;Recherche fehlt;Recherche fehlt;Recherche fehlt;ja;https://www.leibniz-gemeinschaft.de/forschung/open-science-und-digitalisierung/open-access/publikationsfonds-zeitschriften.html;ja;https://www.leibniz-gemeinschaft.de/forschung/open-science-und-digitalisierung/open-access/publikationsfonds-monografien.html;ja;http://www.leibnizopen.de/home/index.html;;nein;NA;nein;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;ja, als WGL;2003-10-22T00:00:00Z;ja, als WGL;nein;nein;AW, SK;2021-02-25T23:00:00Z;Leibniz-Institut für Pflanzenbiochemie (IPB);Leibniz Institute of Plant Biochemistry;https://ror.org/01mzk5576;grid.425084.f;Q1522976;https://www.ipb-halle.de/
Sachsen-Anhalt;Leibniz-Institut für Pflanzengenetik und Kulturpflanzenforschung (IPK);Gatersleben;Forschungsorganisation: Leibniz-Gemeinschaft;NA;nein;NA;ja;Dr. Catrin Kaydamov;https://www.ipk-gatersleben.de/fileadmin/content-ipk/content-ipk-bibliothek/Publikationsstrategie;NA;ja;https://www.ipk-gatersleben.de/fileadmin/content-ipk/content-ipk-bibliothek/Publikationsstrategie;oa-biblio[at]ipk-gatersleben[?dot]de;ja, als WGL;2016;https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;Recherche fehlt;ja;NA;Recherche fehlt;Recherche fehlt;ja;http://www.leibnizopen.de/home/index.html;;nein;NA;nein;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;ja, als WGL;2003-10-22T00:00:00Z;ja, als WGL;nein;nein;AW, SK;2021-02-25T23:00:00Z;Leibniz-Institut für Pflanzengenetik und Kulturpflanzenforschung (IPK);Institute of Plant Genetics and Crop Plant Research;https://ror.org/02skbsp27;grid.418934.3;Q1354858;https://www.ipk-gatersleben.de
Berlin;Weierstraß-Institut für Angewandte Analysis und Stochastik (WIAS);Berlin;Forschungsorganisation: Leibniz-Gemeinschaft;NA;ja;https://www.wias-berlin.de/services/library/index.jsp?lang=0;nein;NA;NA;NA;nein;NA;NA;ja, als WGL;2016;https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf;nein;NA;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;NA;https://www.leibniz-gemeinschaft.de/forschung/open-science-und-digitalisierung/open-access/publikationsfonds-zeitschriften.html;ja;https://www.leibniz-gemeinschaft.de/forschung/open-science-und-digitalisierung/open-access/publikationsfonds-monografien.html;ja;http://www.leibnizopen.de/home/;;nein;NA;nein;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;ja, als WGL;2003-10-22T00:00:00Z;ja, als WGL;nein;nein;AW, SK;2021-02-25T23:00:00Z;Weierstraß-Institut für Angewandte Analysis und Stochastik (WIAS);Weierstrass Institute for Applied Analysis and Stochastics;https://ror.org/00h1x4t21;grid.433806.a;Q2555215;https://www.wias-berlin.de/
Berlin;Deutsches Rheuma-Forschungszentrum Berlin (DRFZ);Berlin;Forschungsorganisation: Leibniz-Gemeinschaft;NA;nein;NA;nein;NA;NA;NA;nein;NA;NA;ja, als WGL;2016;https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf;nein;NA;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;ja;https://www.leibniz-gemeinschaft.de/forschung/open-science-und-digitalisierung/open-access/publikationsfonds-zeitschriften.html;ja;https://www.leibniz-gemeinschaft.de/forschung/open-science-und-digitalisierung/open-access/publikationsfonds-monografien.html;ja;http://www.leibnizopen.de/home/;;nein;NA;nein;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;ja, als WGL;2003-10-22T00:00:00Z;ja, als WGL;nein;nein;AW, SK;2021-02-25T23:00:00Z;Deutsches Rheuma-Forschungszentrum Berlin (DRFZ);German Rheumatism Research Centre;https://ror.org/00shv0x82;grid.418217.9;Q1205927;https://www.drfz.de/
Berlin;Paul-Drude-Institut für Festkörperelektronik (PDI);Berlin;Forschungsorganisation: Leibniz-Gemeinschaft;NA;nein;NA;nein;NA;NA;NA;nein;NA;NA;ja, als WGL;2016;https://www.leibniz-gemeinschaft.de/fileadmin/user_upload/Bilder_und_Downloads/Forschung/Open_Science/Open_Access_Policy_web.pdf;nein;NA;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;nein;NA;Recherche fehlt;Recherche fehlt;ja;http://www.leibnizopen.de/home/;;nein;NA;nein;NA;Recherche fehlt;Recherche fehlt;Recherche fehlt;ja, als WGL;2003-10-22T00:00:00Z;ja, als WGL;nein;nein;AW, SK;2021-02-25T23:00:00Z;Paul-Drude-Institut für Festkörperelektronik (PDI);Paul Drude Institute for Solid State Electronics;https://ror.org/01mk1hj86;grid.420187.8;Q2058481;https://www.pdi-berlin.de
